"class","category","indicator_name","series_name","sub_series_name","parameter","value","units","date_last_updated"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-12-20"," 1173","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-12-21"," 1285","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-12-22"," 1886","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-12-23"," 1619","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-12-24"," 1377","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-12-25"," 1099","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-12-26"," 1455","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-12-27"," 1418","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-12-28"," 1087","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-12-29"," 1640","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-12-30"," 1142","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2018-12-31","  946","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-01-01","  934","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-01-02"," 1472","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-01-03"," 1239","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-01-04"," 1286","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-01-05"," 1411","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-01-06"," 1130","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-01-07"," 1322","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-01-08"," 1119","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-01-09"," 1011","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-01-10"," 1121","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-01-11","  937","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-01-12"," 1166","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-01-13"," 1014","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-01-14"," 1095","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-01-15","  882","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-01-16"," 1016","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-01-17","  911","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-01-18","  950","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-01-19"," 1140","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-01-20"," 1021","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-01-21","  919","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-01-22","  785","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-01-23","  985","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-01-24"," 1020","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-01-25"," 1003","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-01-26"," 1220","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-01-27","  908","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-01-28","  809","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-01-29","  788","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-01-30","  757","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-01-31","  993","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-02-01"," 1047","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-02-02","  863","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-02-03","  996","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-02-04"," 1001","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-02-05","  782","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-02-06","  797","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-02-07","  968","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-02-08"," 1182","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-02-09","  996","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-02-10"," 1068","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-02-11","  978","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-02-12","  715","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-02-13","  764","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-02-14","  948","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-02-15"," 1043","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-02-16"," 1001","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-02-17","  982","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-02-18","  718","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-02-19","  859","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-02-20","  707","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-02-21","  882","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-02-22","  971","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-02-23","  855","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-02-24","  934","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-02-25","  991","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-02-26","  661","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-02-27","  699","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-02-28","  903","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-03-01"," 1042","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-03-02","  969","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-03-03","  899","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-03-04","  881","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-03-05","  687","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-03-06","  781","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-03-07","  881","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-03-08"," 1059","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-03-09","  971","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-03-10"," 1004","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-03-11","  903","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-03-12","  675","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-03-13","  719","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-03-14","  895","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-03-15"," 1029","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-03-16","  939","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-03-17","  921","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-03-18","  950","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-03-19","  564","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-03-20","  751","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-03-21","  886","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-03-22","  978","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-03-23","  985","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-03-24","  864","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-03-25","  898","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-03-26","  625","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-03-27","  630","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-03-28","  758","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-03-29","  994","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Queenstown","Queenstown","2019-03-30","  936","Number","12-10-21"
